run,pctApp,pctTest,lockdown,schools,compliance,deaths,propInfected,mortality,days,tests,household,relations,friends,school,random,work
576,20,0.5,false,true,High,264,45.29871341392312,0.57,272,12749,0.34,0.03,0.2,0.06,0.21,0.17
575,20,0,false,true,High,366,50.379951024215806,0.71,243,0,0.33,0.03,0.2,0.05,0.22,0.17
547,80,0,false,true,High,257,39.84627045516383,0.63,357,0,0.35,0.03,0.19,0.06,0.21,0.16
535,60,1,false,true,High,199,32.841955921794224,0.59,435,39288,0.37,0.03,0.19,0.07,0.2,0.15
537,60,3,false,true,High,165,31.532048042912113,0.51,436,100291,0.37,0.03,0.18,0.07,0.2,0.15
573,0,6,false,true,Low,284,41.75574299374198,0.66,328,32480,0.34,0.03,0.2,0.06,0.21,0.17
538,60,6,false,true,High,141,29.00746297663933,0.47,464,154895,0.38,0.02,0.18,0.07,0.2,0.14
578,20,1.5,false,true,High,251,38.59855404827613,0.63,318,37687,0.35,0.03,0.19,0.06,0.21,0.17
551,80,3,false,true,High,116,25.605395110195516,0.44,446,108952,0.38,0.02,0.18,0.08,0.2,0.14
574,0,100,false,true,Low,246,40.826757880825596,0.59,340,31629,0.35,0.03,0.2,0.06,0.21,0.16
579,20,3,false,true,High,218,39.383721382205465,0.54,354,52285,0.35,0.03,0.19,0.06,0.21,0.16
582,20,0,false,true,Low,341,51.4488669491196,0.64,276,0,0.33,0.03,0.2,0.05,0.22,0.17
583,20,0.5,false,true,Low,314,46.53476891981187,0.66,264,12793,0.34,0.03,0.2,0.06,0.22,0.17
580,20,6,false,true,High,255,40.11835814513935,0.62,317,53527,0.35,0.03,0.19,0.06,0.21,0.16
589,40,0,false,true,High,294,47.018696311268315,0.61,292,0,0.34,0.03,0.19,0.06,0.21,0.17
590,40,0.5,false,true,High,267,42.12208963345901,0.62,298,14708,0.34,0.03,0.19,0.06,0.21,0.16
555,80,0.5,false,true,Low,175,32.522252886073,0.52,461,21939,0.36,0.03,0.19,0.06,0.21,0.15
552,80,6,false,true,High,111,23.598748396626114,0.46,498,205859,0.38,0.02,0.18,0.08,0.2,0.14
587,20,6,false,true,Low,228,39.6266568196836,0.56,294,52913,0.35,0.03,0.19,0.06,0.21,0.16
591,40,1,false,true,High,240,37.13608271465775,0.63,297,29062,0.35,0.03,0.19,0.06,0.21,0.16
596,40,0,false,true,Low,331,48.70369650561667,0.66,265,0,0.33,0.03,0.2,0.06,0.21,0.17
577,20,1,false,true,High,261,41.88206942123061,0.61,376,26163,0.35,0.03,0.19,0.06,0.21,0.16
604,60,0.5,false,true,High,213,35.25187546157733,0.59,292,17239,0.36,0.03,0.19,0.07,0.21,0.15
557,80,1.5,false,true,Low,164,30.966494344463015,0.51,466,58894,0.37,0.02,0.18,0.07,0.21,0.15
588,20,100,false,true,Low,243,39.16022077972558,0.6,350,53840,0.35,0.03,0.19,0.06,0.21,0.16
592,40,1.5,false,true,High,207,37.24977649939752,0.54,333,43318,0.35,0.03,0.19,0.07,0.21,0.16
553,80,100,false,true,High,105,25.41396198546274,0.4,537,223622,0.38,0.03,0.17,0.08,0.2,0.14
586,20,3,false,true,Low,218,39.207836125471296,0.54,318,52968,0.34,0.02,0.19,0.06,0.21,0.16
584,20,1,false,true,Low,237,41.889843355229914,0.55,293,26189,0.34,0.03,0.19,0.06,0.21,0.17
581,20,100,false,true,High,264,40.23788238037859,0.64,354,52502,0.35,0.03,0.19,0.06,0.21,0.17
585,20,1.5,false,true,Low,250,39.990088234150896,0.61,288,35803,0.35,0.02,0.19,0.06,0.21,0.16
559,80,6,false,true,Low,119,24.943638978505074,0.46,481,229091,0.37,0.03,0.18,0.07,0.2,0.15
602,40,100,false,true,Low,206,35.655148287791036,0.56,368,107076,0.36,0.02,0.19,0.06,0.21,0.16
601,40,6,false,true,Low,208,35.07015975434369,0.58,319,106507,0.35,0.02,0.19,0.06,0.21,0.16
600,40,3,false,true,Low,210,36.04676021300579,0.57,324,78195,0.36,0.02,0.19,0.06,0.21,0.16
603,60,0,false,true,High,276,43.24931006335756,0.62,341,0,0.34,0.03,0.19,0.06,0.21,0.17
595,40,100,false,true,High,188,35.10611419909045,0.52,388,101247,0.36,0.03,0.19,0.07,0.2,0.15
598,40,1,false,true,Low,235,38.33618377579974,0.6,351,30617,0.35,0.03,0.19,0.06,0.21,0.16
599,40,1.5,false,true,Low,242,37.58308391961752,0.63,324,42809,0.36,0.03,0.18,0.06,0.21,0.16
607,60,3,false,true,High,187,31.2133167489408,0.58,387,90988,0.37,0.02,0.19,0.07,0.2,0.15
614,60,3,false,true,Low,200,34.003187312939716,0.57,360,86274,0.36,0.03,0.19,0.07,0.21,0.15
608,60,6,false,true,High,159,29.05993703113461,0.53,400,155723,0.37,0.02,0.18,0.07,0.21,0.15
597,40,0.5,false,true,Low,275,43.44948886383955,0.62,342,15042,0.34,0.03,0.19,0.06,0.21,0.16
611,60,0.5,false,true,Low,207,38.076728728573094,0.53,328,18692,0.35,0.03,0.19,0.07,0.21,0.16
615,60,6,false,true,Low,176,31.19193843044273,0.55,350,165648,0.37,0.02,0.18,0.07,0.21,0.15
613,60,1.5,false,true,Low,191,34.6066389396354,0.54,386,50625,0.36,0.03,0.19,0.07,0.2,0.15
593,40,3,false,true,High,207,36.5044505772146,0.55,420,75740,0.36,0.02,0.19,0.06,0.21,0.16
612,60,1,false,true,Low,200,35.967077389512966,0.54,365,35859,0.36,0.03,0.19,0.07,0.21,0.15
626,80,1,false,true,Low,174,30.173553076534382,0.56,337,40737,0.37,0.03,0.18,0.07,0.2,0.15
560,80,100,false,true,Low,142,26.30213394488281,0.52,587,247033,0.38,0.02,0.18,0.08,0.2,0.14
610,60,0,false,true,Low,316,46.00516966610954,0.67,307,0,0.34,0.03,0.2,0.06,0.21,0.16
641,0,1.5,false,true,Low,240,40.50122439460489,0.58,283,31377,0.34,0.03,0.19,0.06,0.21,0.16
640,0,1,false,true,Low,257,42.14832666070665,0.59,306,22577,0.34,0.03,0.19,0.06,0.21,0.17
639,0,0.5,false,true,Low,300,46.96330703152331,0.62,241,12022,0.33,0.03,0.2,0.05,0.21,0.17
546,60,100,false,true,Low,152,31.230808100439226,0.47,622,176671,0.37,0.02,0.18,0.07,0.2,0.14
549,80,1,false,true,High,139,29.30967466086213,0.46,613,50002,0.38,0.02,0.18,0.07,0.21,0.14
606,60,1.5,false,true,High,176,32.14910405410658,0.53,421,54314,0.37,0.03,0.19,0.07,0.2,0.15
594,40,6,false,true,High,181,35.43164768531115,0.5,458,99157,0.36,0.03,0.19,0.07,0.21,0.16
624,80,0,false,true,Low,293,42.26979437944572,0.67,308,0,0.34,0.03,0.19,0.06,0.21,0.16
617,80,0,false,true,High,226,39.84918568041358,0.55,397,0,0.35,0.03,0.19,0.06,0.21,0.16
627,80,1.5,false,true,Low,164,31.196797139192288,0.51,383,63095,0.36,0.02,0.18,0.07,0.2,0.15
616,60,100,false,true,Low,141,29.29023982586388,0.47,379,164207,0.37,0.02,0.18,0.07,0.21,0.16
619,80,1,false,true,High,145,29.42822715435146,0.48,427,46084,0.38,0.03,0.18,0.07,0.2,0.15
605,60,1,false,true,High,188,33.34531814824892,0.55,398,38540,0.36,0.02,0.19,0.07,0.21,0.16
625,80,0.5,false,true,Low,199,33.21121778676099,0.58,388,23282,0.36,0.02,0.19,0.06,0.2,0.16
620,80,1.5,false,true,High,132,28.060014770474602,0.46,378,64947,0.38,0.02,0.18,0.07,0.2,0.15
643,0,6,false,true,Low,243,41.27473082753527,0.57,291,32013,0.34,0.02,0.19,0.06,0.21,0.17
609,60,100,false,true,High,157,30.363042717767325,0.5,472,161530,0.37,0.02,0.18,0.07,0.2,0.15
645,20,0,false,true,High,360,49.69681657402729,0.7,269,0,0.33,0.03,0.2,0.05,0.22,0.17
621,80,3,false,true,High,111,26.072802891903446,0.41,420,119762,0.38,0.02,0.18,0.07,0.2,0.14
652,20,0,false,true,Low,320,50.066078438994055,0.62,262,0,0.32,0.03,0.2,0.06,0.22,0.17
647,20,1,false,true,High,258,40.5721615423485,0.62,287,24512,0.34,0.03,0.19,0.06,0.22,0.16
646,20,0.5,false,true,High,278,45.245267617677925,0.6,288,13676,0.34,0.03,0.2,0.06,0.21,0.17
654,20,1,false,true,Low,254,41.60026431375597,0.59,274,25342,0.34,0.03,0.2,0.06,0.21,0.16
650,20,6,false,true,High,197,39.73549189567381,0.48,320,51836,0.35,0.02,0.19,0.06,0.21,0.17
657,20,6,false,true,Low,242,38.79581762350838,0.61,283,52395,0.35,0.03,0.19,0.06,0.21,0.16
653,20,0.5,false,true,Low,262,45.817623508376414,0.56,288,13534,0.34,0.03,0.2,0.06,0.21,0.17
642,0,3,false,true,Low,250,42.95098534613441,0.57,335,32865,0.34,0.02,0.2,0.06,0.21,0.16
655,20,1.5,false,true,Low,272,40.1300190461383,0.66,309,36122,0.35,0.02,0.19,0.06,0.21,0.16
644,0,100,false,true,Low,226,40.62949430559335,0.54,338,31296,0.34,0.02,0.2,0.06,0.21,0.17
660,40,0.5,false,true,High,228,40.49636568585533,0.55,290,15610,0.34,0.03,0.2,0.06,0.21,0.16
672,40,100,false,true,Low,194,35.797994325028185,0.53,331,106087,0.36,0.02,0.19,0.06,0.2,0.16
658,20,100,false,true,Low,244,39.5411435456913,0.6,306,52748,0.35,0.02,0.19,0.06,0.21,0.16
664,40,6,false,true,High,186,34.497803863645196,0.52,318,98255,0.36,0.02,0.18,0.07,0.2,0.16
622,80,6,false,true,High,112,24.58312278928752,0.44,525,212140,0.38,0.02,0.18,0.08,0.21,0.14
629,80,6,false,true,Low,115,26.873518093831382,0.42,441,199776,0.38,0.02,0.18,0.08,0.2,0.14
638,0,0,false,true,Low,355,51.54992809111051,0.67,346,0,0.32,0.03,0.2,0.05,0.22,0.17
663,40,3,false,true,High,205,35.44233684456019,0.56,352,80089,0.36,0.02,0.19,0.06,0.21,0.16
659,40,0,false,true,High,321,47.54635208147083,0.66,294,0,0.33,0.03,0.2,0.06,0.22,0.17
667,40,0.5,false,true,Low,257,44.10638628678043,0.57,291,14550,0.34,0.02,0.2,0.06,0.21,0.17
651,20,100,false,true,High,196,38.36436428654721,0.5,358,51081,0.35,0.03,0.2,0.06,0.21,0.16
661,40,1,false,true,High,210,36.414078594472734,0.56,356,32136,0.36,0.03,0.19,0.06,0.21,0.15
668,40,1,false,true,Low,204,38.79970459050803,0.51,273,29373,0.35,0.03,0.19,0.06,0.21,0.16
656,20,3,false,true,Low,250,39.11843588447934,0.62,383,52530,0.35,0.03,0.19,0.06,0.21,0.16
623,80,100,false,true,High,131,24.04380611808606,0.53,554,215395,0.38,0.03,0.18,0.08,0.21,0.14
670,40,3,false,true,Low,197,35.76301162203133,0.54,336,73419,0.36,0.02,0.19,0.07,0.21,0.16
649,20,3,false,true,High,187,38.96587242974307,0.47,328,51293,0.35,0.03,0.2,0.06,0.21,0.16
666,40,0,false,true,Low,302,48.4733937108874,0.61,301,0,0.33,0.03,0.2,0.05,0.22,0.17
681,60,0.5,false,true,Low,270,40.021183970148094,0.66,306,17573,0.35,0.03,0.19,0.06,0.21,0.16
618,80,0.5,false,true,High,154,28.88891048315,0.52,584,26548,0.37,0.03,0.18,0.08,0.2,0.15
628,80,3,false,true,Low,162,29.773195475570414,0.53,493,114951,0.37,0.02,0.18,0.07,0.2,0.16
662,40,1.5,false,true,High,202,37.6044622381156,0.52,377,43626,0.36,0.02,0.19,0.06,0.21,0.16
673,60,0,false,true,High,291,44.315310763011624,0.64,332,0,0.34,0.03,0.2,0.06,0.21,0.16
665,40,100,false,true,High,200,35.098340265091146,0.55,429,100071,0.36,0.03,0.19,0.07,0.21,0.15
676,60,1.5,false,true,High,178,33.31325067050181,0.52,457,55104,0.37,0.03,0.19,0.07,0.21,0.15
690,80,1.5,false,true,High,125,26.583939052357447,0.46,341,57944,0.38,0.02,0.18,0.07,0.2,0.14
669,40,1.5,false,true,Low,225,37.35180938313833,0.59,352,43617,0.35,0.02,0.19,0.06,0.21,0.16
695,80,0.5,false,true,Low,193,34.46670812764799,0.54,336,20166,0.36,0.03,0.19,0.07,0.2,0.15
671,40,6,false,true,Low,213,35.429704201811326,0.58,418,106327,0.36,0.02,0.19,0.07,0.21,0.16
674,60,0.5,false,true,High,227,35.77467252303028,0.62,397,20120,0.36,0.03,0.19,0.07,0.21,0.15
648,20,1.5,false,true,High,222,39.31084075096202,0.55,447,37927,0.35,0.02,0.19,0.06,0.21,0.16
680,60,0,false,true,Low,293,45.858436661872744,0.62,322,0,0.34,0.03,0.2,0.06,0.21,0.17
682,60,1,false,true,Low,192,34.367590469156916,0.54,366,37472,0.36,0.02,0.19,0.06,0.2,0.16
715,20,0,false,true,High,344,50.3945271504645,0.66,248,0,0.32,0.03,0.2,0.05,0.22,0.17
708,0,0,false,true,Low,381,51.873518093831386,0.71,272,0,0.32,0.03,0.2,0.05,0.22,0.17
679,60,100,false,true,High,153,29.405877094103474,0.51,384,158320,0.37,0.03,0.19,0.07,0.2,0.15
698,80,3,false,true,Low,163,28.68192949041863,0.55,321,103014,0.38,0.02,0.18,0.07,0.2,0.15
677,60,3,false,true,High,169,31.75846387064174,0.52,425,96872,0.37,0.02,0.19,0.07,0.2,0.15
675,60,1,false,true,High,173,32.204493333851595,0.52,412,37083,0.36,0.03,0.18,0.07,0.21,0.15
678,60,6,false,true,High,170,29.796517277568313,0.55,443,158501,0.37,0.02,0.18,0.07,0.21,0.15
683,60,1.5,false,true,Low,194,34.517238698643446,0.55,398,51492,0.36,0.02,0.19,0.07,0.2,0.16
684,60,3,false,true,Low,189,34.009989505189104,0.54,422,96815,0.36,0.02,0.19,0.07,0.21,0.15
694,80,0,false,true,Low,267,43.06079216387453,0.6,333,0,0.34,0.03,0.19,0.06,0.21,0.16
710,0,1,false,true,Low,232,42.312551016441866,0.53,285,23434,0.34,0.03,0.19,0.06,0.21,0.17
709,0,0.5,false,true,Low,307,47.07700081626307,0.63,268,12516,0.33,0.03,0.2,0.06,0.22,0.17
723,20,0.5,false,true,Low,309,45.74862984413262,0.66,248,13335,0.33,0.03,0.2,0.06,0.21,0.17
687,80,0,false,true,High,210,38.87744393050103,0.52,392,0,0.36,0.03,0.19,0.06,0.21,0.16
685,60,6,false,true,Low,149,31.696272398647334,0.46,431,164983,0.37,0.02,0.18,0.07,0.21,0.15
711,0,1.5,false,true,Low,270,41.53710110001166,0.63,293,32480,0.34,0.03,0.2,0.06,0.21,0.16
716,20,0.5,false,true,High,271,44.338632565009526,0.59,259,13434,0.33,0.03,0.2,0.06,0.21,0.17
686,60,100,false,true,Low,172,30.305709954522484,0.55,440,169837,0.37,0.02,0.18,0.07,0.2,0.15
688,80,0.5,false,true,High,139,28.415672250942592,0.48,430,27020,0.37,0.02,0.18,0.07,0.21,0.15
714,0,100,false,true,Low,279,41.219341547790265,0.66,297,31888,0.35,0.03,0.19,0.06,0.21,0.16
713,0,6,false,true,Low,242,41.84903020173359,0.56,296,32323,0.34,0.03,0.2,0.06,0.21,0.17
726,20,3,false,true,Low,222,39.73840712092354,0.54,291,53407,0.35,0.03,0.19,0.06,0.21,0.17
722,20,0,false,true,Low,341,50.941617755665256,0.65,257,0,0.32,0.03,0.2,0.05,0.22,0.17
696,80,1,false,true,Low,151,31.832316243635088,0.46,394,38124,0.37,0.02,0.18,0.07,0.2,0.16
729,40,0,false,true,High,288,46.74369339604307,0.6,252,0,0.34,0.03,0.2,0.06,0.21,0.17
693,80,100,false,true,High,101,24.61033155828507,0.4,455,211151,0.38,0.02,0.17,0.08,0.2,0.14
735,40,100,false,true,High,187,34.6766043456291,0.52,288,98291,0.36,0.03,0.18,0.06,0.21,0.16
630,80,100,false,true,Low,123,24.64045555253236,0.49,658,225698,0.39,0.02,0.17,0.07,0.2,0.14
731,40,1,false,true,High,212,35.5744937225483,0.58,284,31145,0.36,0.03,0.19,0.06,0.21,0.16
728,20,100,false,true,Low,228,39.3322190694601,0.56,305,53186,0.35,0.02,0.19,0.06,0.21,0.16
720,20,6,false,true,High,240,39.55571967193999,0.59,313,52222,0.35,0.03,0.19,0.06,0.21,0.16
712,0,3,false,true,Low,249,41.49920317176507,0.58,354,32343,0.35,0.03,0.2,0.06,0.21,0.16
751,60,0.5,false,true,Low,204,39.30598204221246,0.5,303,18093,0.35,0.03,0.19,0.06,0.21,0.16
738,40,1,false,true,Low,222,38.5655148287791,0.56,275,29146,0.35,0.03,0.19,0.06,0.21,0.16
717,20,1,false,true,High,245,40.22427799587982,0.59,348,25241,0.34,0.03,0.2,0.06,0.21,0.16
730,40,0.5,false,true,High,259,41.67994713724881,0.6,278,15185,0.35,0.03,0.19,0.06,0.21,0.16
724,20,1,false,true,Low,247,41.25821121778676,0.58,313,24507,0.34,0.03,0.19,0.06,0.21,0.16
737,40,0.5,false,true,Low,290,44.31628250476153,0.64,270,14894,0.34,0.03,0.2,0.06,0.21,0.16
725,20,1.5,false,true,Low,230,40.1766626501341,0.56,319,36496,0.35,0.03,0.19,0.06,0.21,0.16
732,40,1.5,false,true,High,210,36.51708321996347,0.56,342,41602,0.36,0.03,0.19,0.07,0.21,0.16
719,20,3,false,true,High,243,39.33513429470984,0.6,356,52246,0.35,0.03,0.19,0.06,0.21,0.17
718,20,1.5,false,true,High,205,39.51004780969409,0.5,383,36619,0.35,0.03,0.19,0.06,0.21,0.16
727,20,6,false,true,Low,234,39.184514323473394,0.58,366,53169,0.35,0.03,0.19,0.06,0.21,0.16
736,40,0,false,true,Low,316,49.02242779958798,0.63,277,0,0.33,0.03,0.2,0.05,0.21,0.17
733,40,3,false,true,High,222,37.04765421541571,0.58,345,76538,0.36,0.02,0.19,0.06,0.2,0.16
739,40,1.5,false,true,Low,248,37.166206708905044,0.65,324,42813,0.35,0.02,0.19,0.06,0.21,0.16
691,80,3,false,true,High,144,27.231119057799198,0.51,572,121759,0.38,0.02,0.18,0.07,0.2,0.15
734,40,6,false,true,High,188,34.88164185486065,0.52,381,98839,0.36,0.02,0.19,0.07,0.21,0.16
742,40,100,false,true,Low,210,36.350915380728416,0.56,326,109030,0.36,0.03,0.19,0.06,0.21,0.16
692,80,6,false,true,High,108,24.82022777626618,0.42,726,224172,0.38,0.02,0.18,0.07,0.21,0.14
721,20,100,false,true,High,233,39.38080615695573,0.57,370,51897,0.35,0.02,0.19,0.06,0.21,0.16
700,80,100,false,true,Low,97,25.03012399424729,0.38,551,234887,0.38,0.02,0.18,0.07,0.2,0.14
689,80,1,false,true,High,153,27.519726357523222,0.54,577,42667,0.38,0.02,0.18,0.07,0.21,0.14
699,80,6,false,true,Low,117,25.710343219186072,0.44,565,182035,0.39,0.02,0.17,0.08,0.2,0.14
745,60,1,false,true,High,158,33.00909550277918,0.47,360,39889,0.37,0.02,0.18,0.07,0.2,0.15
746,60,1.5,false,true,High,184,31.9722470556225,0.56,356,55780,0.36,0.03,0.19,0.07,0.2,0.15
752,60,1,false,true,Low,206,35.325727834570685,0.57,314,33253,0.36,0.02,0.19,0.06,0.2,0.16
744,60,0.5,false,true,High,199,35.752322462782296,0.54,365,22715,0.36,0.03,0.19,0.06,0.21,0.15
743,60,0,false,true,High,280,43.98297508454153,0.62,300,0,0.34,0.03,0.19,0.06,0.21,0.16
787,20,1,false,true,High,275,41.000699654059936,0.65,276,24906,0.35,0.03,0.19,0.06,0.21,0.17
750,60,0,false,true,Low,327,46.188828856843,0.69,306,0,0.34,0.03,0.19,0.06,0.21,0.17
779,0,0.5,false,true,Low,304,47.14599448050686,0.63,271,12024,0.33,0.03,0.2,0.05,0.22,0.17
748,60,6,false,true,High,147,29.148365530376648,0.49,380,151870,0.37,0.02,0.19,0.07,0.2,0.14
757,80,0,false,true,High,244,40.081431958642675,0.59,361,0,0.35,0.03,0.19,0.06,0.21,0.16
749,60,100,false,true,High,176,29.43211412135111,0.58,391,157541,0.37,0.02,0.18,0.07,0.2,0.15
741,40,6,false,true,Low,186,35.46468690480818,0.51,427,107143,0.36,0.02,0.19,0.06,0.21,0.16
753,60,1.5,false,true,Low,190,35.23341236832899,0.52,378,51638,0.36,0.02,0.19,0.06,0.2,0.15
766,80,1,false,true,Low,153,31.79344657363859,0.47,324,40208,0.37,0.02,0.19,0.07,0.2,0.15
788,20,1.5,false,true,High,230,40.08920589264197,0.56,265,35000,0.35,0.03,0.19,0.06,0.21,0.16
786,20,0.5,false,true,High,278,45.15586737668597,0.6,245,13146,0.34,0.03,0.19,0.06,0.22,0.17
747,60,3,false,true,High,157,31.90811210012827,0.48,416,98926,0.37,0.02,0.18,0.07,0.21,0.15
764,80,0,false,true,Low,261,42.353364169938196,0.6,328,0,0.34,0.03,0.19,0.06,0.21,0.17
784,0,100,false,true,Low,252,41.953006568974224,0.58,332,32286,0.34,0.03,0.2,0.06,0.22,0.17
740,40,3,false,true,Low,202,37.714269055855716,0.52,459,80607,0.36,0.02,0.19,0.06,0.21,0.16
767,80,1.5,false,true,Low,150,29.938391573055544,0.49,338,55462,0.37,0.03,0.18,0.07,0.2,0.15
760,80,1.5,false,true,High,161,28.370972130446614,0.55,405,64247,0.37,0.02,0.18,0.07,0.2,0.15
781,0,1.5,false,true,Low,251,40.97543436856221,0.6,264,31384,0.34,0.03,0.2,0.06,0.21,0.16
782,0,3,false,true,Low,244,41.12313911454892,0.58,299,31942,0.34,0.03,0.19,0.06,0.21,0.17
793,20,0.5,false,true,Low,299,46.69802153379718,0.62,256,13362,0.33,0.03,0.2,0.06,0.21,0.17
765,80,0.5,false,true,Low,175,33.2588331325067,0.51,378,23498,0.36,0.03,0.19,0.07,0.2,0.15
780,0,1,false,true,Low,262,42.32712714269056,0.6,309,23773,0.34,0.02,0.2,0.06,0.21,0.17
756,60,100,false,true,Low,148,31.17541882069421,0.46,431,176680,0.37,0.02,0.18,0.07,0.21,0.15
789,20,3,false,true,High,259,40.32922610487037,0.62,277,53116,0.35,0.03,0.19,0.06,0.21,0.16
754,60,3,false,true,Low,164,33.35600730749796,0.48,415,93719,0.37,0.03,0.18,0.07,0.21,0.16
758,80,0.5,false,true,High,151,30.25032067477747,0.49,453,22932,0.37,0.02,0.18,0.07,0.21,0.15
783,0,6,false,true,Low,246,42.17456368795429,0.57,290,32554,0.34,0.03,0.19,0.06,0.21,0.17
778,0,0,false,true,Low,356,51.77828740233995,0.67,330,0,0.32,0.03,0.2,0.05,0.22,0.17
785,20,0,false,true,High,374,50.9610525906635,0.71,294,0,0.33,0.03,0.2,0.05,0.22,0.17
796,20,3,false,true,Low,215,39.825863878415674,0.52,275,53564,0.35,0.03,0.19,0.06,0.21,0.17
759,80,1,false,true,High,149,28.788821082909006,0.5,445,44886,0.38,0.02,0.18,0.07,0.2,0.15
697,80,1.5,false,true,Low,171,30.522408364752984,0.54,626,65969,0.37,0.02,0.19,0.07,0.21,0.15
795,20,1.5,false,true,Low,222,39.487697749446106,0.55,282,35924,0.35,0.02,0.2,0.06,0.21,0.17
761,80,3,false,true,High,119,26.522719322112952,0.44,464,123634,0.38,0.02,0.17,0.08,0.2,0.15
768,80,3,false,true,Low,170,29.239709254868423,0.56,390,108499,0.37,0.03,0.18,0.07,0.2,0.15
790,20,6,false,true,High,244,39.8122594939169,0.6,324,52647,0.35,0.03,0.2,0.06,0.21,0.16
794,20,1,false,true,Low,258,42.26785089594589,0.59,291,24885,0.34,0.03,0.2,0.06,0.21,0.17
800,40,0.5,false,true,High,260,39.99397520115055,0.63,281,15738,0.35,0.03,0.19,0.06,0.21,0.16
755,60,6,false,true,Low,169,32.104403933610605,0.51,488,162575,0.37,0.02,0.18,0.07,0.21,0.15
797,20,6,false,true,Low,218,39.10677498348039,0.54,304,51869,0.35,0.03,0.19,0.06,0.21,0.16
802,40,1.5,false,true,High,218,36.368406732226845,0.58,307,43385,0.36,0.02,0.19,0.07,0.21,0.16
806,40,0,false,true,Low,316,49.363509153807286,0.62,257,0,0.33,0.03,0.2,0.05,0.21,0.17
791,20,100,false,true,High,224,39.02709215998756,0.56,356,51070,0.35,0.02,0.19,0.06,0.21,0.16
807,40,0.5,false,true,Low,314,43.811948536556926,0.7,278,15164,0.34,0.03,0.2,0.06,0.21,0.17
815,60,1,false,true,High,172,33.030473821277255,0.51,322,37307,0.36,0.02,0.19,0.06,0.2,0.16
799,40,0,false,true,High,339,47.53760640572162,0.69,295,0,0.33,0.03,0.2,0.05,0.21,0.17
798,20,100,false,true,Low,219,39.91526411940763,0.53,309,54299,0.35,0.03,0.19,0.06,0.21,0.17
808,40,1,false,true,Low,219,37.36347028413729,0.57,335,30207,0.35,0.03,0.19,0.06,0.21,0.16
770,80,100,false,true,Low,113,25.254596338477086,0.43,498,233086,0.38,0.02,0.17,0.08,0.2,0.15
801,40,1,false,true,High,227,36.65798577370078,0.6,337,30126,0.35,0.03,0.19,0.06,0.21,0.16
813,60,0,false,true,High,279,43.693396043067594,0.62,313,0,0.34,0.03,0.2,0.06,0.21,0.17
792,20,0,false,true,Low,337,50.78905430092898,0.64,372,0,0.33,0.03,0.2,0.05,0.22,0.17
769,80,6,false,true,Low,124,26.23799898938858,0.46,512,215275,0.39,0.02,0.17,0.08,0.2,0.14
805,40,100,false,true,High,209,35.74357678703308,0.57,368,101197,0.36,0.02,0.19,0.07,0.2,0.16
804,40,6,false,true,High,176,34.968126870602866,0.49,351,98488,0.36,0.02,0.19,0.07,0.21,0.16
809,40,1.5,false,true,Low,213,37.99121545458079,0.54,348,42695,0.35,0.02,0.19,0.06,0.2,0.17
821,60,0.5,false,true,Low,243,39.012516033738876,0.61,312,18141,0.35,0.03,0.19,0.06,0.21,0.16
762,80,6,false,true,High,106,24.585066272787344,0.42,648,209347,0.38,0.02,0.18,0.08,0.2,0.14
820,60,0,false,true,Low,304,46.12955261009834,0.64,276,0,0.34,0.03,0.2,0.06,0.21,0.17
818,60,6,false,true,High,156,28.007540715979324,0.54,403,149775,0.37,0.02,0.18,0.07,0.2,0.15
824,60,3,false,true,Low,191,33.34434640649901,0.56,365,96486,0.36,0.02,0.18,0.07,0.21,0.15
854,0,100,false,true,Low,246,40.79371866132856,0.59,269,31717,0.34,0.03,0.2,0.06,0.21,0.16
822,60,1,false,true,Low,179,34.80195903136782,0.5,304,34513,0.36,0.03,0.19,0.06,0.21,0.15
819,60,100,false,true,High,157,29.485559917596298,0.52,387,159368,0.37,0.03,0.18,0.07,0.2,0.14
803,40,3,false,true,High,206,34.91953978310724,0.57,392,79641,0.36,0.02,0.19,0.07,0.21,0.16
812,40,100,false,true,Low,209,35.44622381155984,0.57,348,104863,0.36,0.03,0.19,0.06,0.21,0.16
817,60,3,false,true,High,152,31.753605161892175,0.47,383,97210,0.37,0.02,0.18,0.07,0.2,0.15
810,40,3,false,true,Low,196,35.707622342286314,0.53,399,77769,0.36,0.03,0.19,0.06,0.21,0.16
848,0,0,false,true,Low,343,50.52376880320286,0.66,253,0,0.32,0.03,0.2,0.05,0.22,0.17
811,40,6,false,true,Low,185,35.323784351070856,0.51,371,105845,0.36,0.03,0.19,0.06,0.21,0.16
814,60,0.5,false,true,High,208,36.31593267773157,0.56,377,20190,0.36,0.03,0.19,0.07,0.2,0.16
823,60,1.5,false,true,Low,222,34.57068449488864,0.62,352,50652,0.36,0.03,0.18,0.07,0.21,0.16
860,20,6,false,true,High,222,40.034788354646864,0.54,288,52609,0.34,0.03,0.19,0.06,0.21,0.16
853,0,6,false,true,Low,229,41.06483460955416,0.54,318,31367,0.35,0.02,0.19,0.06,0.21,0.17
827,80,0,false,true,High,223,39.399269250204064,0.55,385,0,0.35,0.03,0.19,0.06,0.21,0.16
838,80,3,false,true,Low,148,29.645897306331868,0.49,337,101435,0.37,0.02,0.18,0.07,0.2,0.15
828,80,0.5,false,true,High,153,30.44078205776033,0.49,390,23748,0.38,0.02,0.18,0.07,0.2,0.14
